CODIGO_MESA|DESCRIPCION|CODIGO_PAIS|NOMBRE_PAIS|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|CODIGO_PROVINCIA|NOMBRE_PROVINCIA|CODIGO_SECCION|NOMBRE_MUNICIPIO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|CODIGO_RECINTO|NOMBRE_RECINTO|NUMERO_MESA|INSCRITOS_HABILITADOS|CID|MAS-IPSP|MTS|P.S.T.|VOTO_VALIDO|VOTO_BLANCO|VOTO_NULO|VOTO_EMITIDO|VOTO_VALIDO_SISTEMA|VOTO_EMITIDO_SISTEMA
9003107|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|1172|Blanca Flor|52|U.E.  24 de Septiembre|2|220|0|76|80|0|156|0|5|161|156|161
9003117|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|1172|Blanca Flor|52|U.E.  24 de Septiembre|3|220|0|75|70|0|145|1|3|149|145|149
9003127|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|1172|Blanca Flor|52|U.E.  24 de Septiembre|4|220|0|73|67|0|140|0|3|143|140|143
9003137|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|1172|Blanca Flor|52|U.E.  24 de Septiembre|5|179|0|75|56|0|131|0|1|132|131|132
9003147|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|2754|Vista Alegre|56|U.E. Vista Alegre|1|220|0|74|84|0|158|5|17|180|158|180
9003157|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|2754|Vista Alegre|56|U.E. Vista Alegre|2|42|0|13|22|0|35|0|0|35|35|35
9003167|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|2800|Galilea|57|U.E. Galilea|1|224|0|88|82|0|170|0|2|172|170|172
9003177|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|3067|Sinaí|1|U.E.  Bruno Racua|1|78|0|29|34|0|63|4|5|72|63|72
9003187|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|3068|Ibéria|1|U.E. De Iberia|1|61|0|24|21|0|45|1|0|46|45|46
9003197|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|3253|Naranjal|1|U.E.  Soledad|1|229|0|97|89|0|186|0|2|188|186|188
9003207|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|3254|Rosario|1|U.E. De Rosario|1|66|0|15|22|0|37|0|1|38|37|38
9003217|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|3428|San Salvador|25028|Escuela Eduardo Abaroa|1|90|0|35|34|0|69|0|3|72|69|72
9003227|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|3882|Samaria|1|U.E. 21 de Septiembre|1|90|0|21|57|0|78|0|2|80|78|80
9003237|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|3883|Genechiquia|1|U.E. 6 de Agosto|1|157|0|135|3|0|138|3|3|144|138|144
9003247|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|3884|Exaltación|1|U.E. 27 de Mayo|1|162|0|88|46|0|134|1|9|144|134|144
9003257|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|3885|Nuevo Horizonte|1|U.E. Nuevo Horizonte|1|132|0|30|58|0|88|0|2|90|88|90
9003267|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|4173|Charal|25573|U.E. Charal|1|131|0|47|25|0|72|0|5|77|72|77
9003277|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|4251|El Retorno|25934|U.E. Simón Bolivar|1|90|0|39|35|0|74|0|1|75|74|75
9003287|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|4252|Brigida|25935|U.E. Samuel Guillen|1|59|0|28|21|0|49|0|0|49|49|49
9003297|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|4254|Navidad|25937|U.E. 12 de Abril|1|90|0|25|51|0|76|0|2|78|76|78
9003307|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|2|San Lorenzo|4275|Nueva Esperanza|25961|U. E. 21 de Septiembre|1|91|0|27|54|0|81|1|1|83|81|83
9003317|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1173|El Sena|62|U.E. El Sena|1|220|0|81|66|0|147|2|3|152|147|152
9003327|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1173|El Sena|62|U.E. El Sena|2|220|0|73|61|0|134|1|7|142|134|142
9003337|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1173|El Sena|62|U.E. El Sena|3|220|0|72|77|0|149|2|5|156|149|156
9003347|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1173|El Sena|62|U.E. El Sena|4|220|0|87|58|0|145|2|5|152|145|152
9003357|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1173|El Sena|62|U.E. El Sena|5|219|0|74|64|0|138|1|6|145|138|145
9003367|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1173|El Sena|62|U.E. El Sena|6|220|0|92|66|0|158|1|2|161|158|161
9003377|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1173|El Sena|62|U.E. El Sena|7|220|0|69|65|0|134|2|4|140|134|140
9003387|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1173|El Sena|62|U.E. El Sena|8|220|0|80|72|0|152|0|3|155|152|155
9003397|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1173|El Sena|62|U.E. El Sena|9|220|0|67|89|0|156|0|5|161|156|161
9003407|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1173|El Sena|62|U.E. El Sena|10|220|0|84|67|0|151|0|3|154|151|154
9003417|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1173|El Sena|62|U.E. El Sena|11|220|0|82|68|0|150|3|4|157|150|157
9003427|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1173|El Sena|62|U.E. El Sena|12|110|0|47|26|0|73|1|3|77|73|77
9003437|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1176|Santa Rosa del Manupare|65|U.E. Santa Rosa|1|124|0|65|14|0|79|1|5|85|79|85
9003447|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1177|Las Mercedes|64|U.E. Las Mercedes|1|86|0|47|22|0|69|3|2|74|69|74
9003457|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1179|Palma Real|66|U.E. Palma Real|1|220|0|79|52|0|131|3|9|143|131|143
9003467|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1179|Palma Real|66|U.E. Palma Real|2|220|0|82|69|0|151|0|10|161|151|161
9003477|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|1179|Palma Real|66|U.E. Palma Real|3|21|0|5|8|0|13|0|4|17|13|17
9003487|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|3252|Remanzo|1|U.E. Remanso|1|82|0|34|31|0|65|1|2|68|65|68
9003497|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|3300|El Turi (Carretera)|2|U.E.  2 de Agosto|1|119|0|41|56|0|97|0|3|100|97|100
9003507|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|3317|Pekin|2|U.E. De Pekin|1|70|0|21|23|0|44|0|2|46|44|46
9003517|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|3530|El Turi (Comunidad Indígena)|1|U.E. El Turi (Rio Manurape)|1|209|0|101|42|0|143|4|15|162|143|162
9003527|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|3886|San Salvador|1|U.E. San Francisco|1|197|0|64|58|0|122|1|12|135|122|135
9003537|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|3891|Santa Elena|1|U.E. Santa Elena|1|136|0|75|30|0|105|1|7|113|105|113
9003547|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|4014|Copacabana|25330|U.E. 4 de Agosto|1|206|0|113|38|0|151|1|15|167|151|167
9003557|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|4103|Villa Cotoca|25512|U.E. 1ro. de Mayo|1|100|0|41|39|0|80|0|2|82|80|82
9003567|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|4104|Brígida II|25513|U.E. Mahanain|1|63|0|26|25|0|51|0|0|51|51|51
9003577|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|4105|Monte Sinai|25514|U.E. Juana Azurduy De Padilla|1|111|0|35|59|0|94|0|2|96|94|96
9003587|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|4106|San Antonio|25515|U.E. San Antonio|1|105|0|45|29|0|74|3|8|85|74|85
9003597|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|4274|Girado|25960|U. E. Nuestra Señora del Carmen|1|220|0|104|51|0|155|0|8|163|155|163
9003607|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|3|Sena|4274|Girado|25960|U. E. Nuestra Señora del Carmen|2|28|0|10|12|0|22|0|4|26|22|26
9003617|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|1181|Santa Rosa del Abuna|69|U.E. Abuna|1|219|0|54|77|0|131|1|6|138|131|138
9003627|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|1181|Santa Rosa del Abuna|69|U.E. Abuna|2|74|0|20|23|0|43|1|0|44|43|44
9003637|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|3301|1 de Mayo|1|U.E.  Zacarias Moreno|1|220|0|87|76|0|163|0|4|167|163|167
9003647|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|3301|1 de Mayo|1|U.E.  Zacarias Moreno|2|105|0|49|33|0|82|0|3|85|82|85
9003657|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|3697|Villa El Carmen|1|U.E. Augusto Gutierrez Banzer|1|170|0|84|66|0|150|1|3|154|150|154
9003667|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|3759|Nueva Esperanza(Urbanización Puerto Morales)|1|U.E. Genoveva Ríos|1|227|0|128|45|0|173|4|3|180|173|180
9003677|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|3910|Mariscal Antonio José de Sucre Bernardino Racua|1|U.E. Pedro Domingo Murrillo|1|102|0|60|26|0|86|1|0|87|86|87
9003687|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|4253|Nacebe|25936|U.E. Benito Tirina Suarez|1|101|0|12|62|0|74|0|1|75|74|75
9003697|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|4443|Comunidad ""Alto Bahia""|26363|U.E. Walter Melgar Mejía|1|77|0|55|10|0|65|1|0|66|65|66
9003707|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|2|Ingavi|1185|Humaita|73|U.E. Humaita|1|220|0|57|84|0|141|1|10|152|141|152
9003717|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|2|Ingavi|1185|Humaita|73|U.E. Humaita|2|220|0|56|93|0|149|3|1|153|149|153
9003727|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|2|Ingavi|1185|Humaita|73|U.E. Humaita|3|78|0|29|22|0|51|0|3|54|51|54
9003737|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|2|Ingavi|1186|Ingavi|74|U.E. Ingavi|1|155|0|54|53|0|107|1|2|110|107|110
9003747|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|2|Ingavi|1187|Derrepente|75|U.E. Derrepente|1|65|0|10|43|0|53|0|0|53|53|53
9003757|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|2|Ingavi|3531|Las Amalias|1|U.E. Las Amalias|1|44|0|17|13|0|30|1|0|31|30|31
9003767|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|2|Ingavi|4265|Mapiri|25951|U. E. San Antonio|1|204|0|80|57|0|137|0|4|141|137|141
9003777|GOBERNADOR(A)|32|Bolivia|9|Pando|4|Abuná|2|Ingavi|4266|Barro Alto|25952|U. E. 10 de Marzo|1|85|0|33|22|0|55|0|1|56|55|56
9003787|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|1|Nueva Esperanza|2796|Nueva Esperanza|76|U.E.  Manuel Estremadoiro Martinez|1|219|0|70|23|0|93|0|1|94|93|94
9003797|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|1|Nueva Esperanza|2796|Nueva Esperanza|76|U.E.  Manuel Estremadoiro Martinez|2|220|0|64|43|0|107|1|1|109|107|109
9003807|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|1|Nueva Esperanza|2796|Nueva Esperanza|76|U.E.  Manuel Estremadoiro Martinez|3|115|0|35|18|0|53|0|0|53|53|53
9003817|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|1|Nueva Esperanza|3259|Arca de Israel|1|U.E.  Monte Sinai|1|220|0|45|74|0|119|0|2|121|119|121
9003827|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|1|Nueva Esperanza|3259|Arca de Israel|1|U.E.  Monte Sinai|2|24|0|3|8|0|11|0|0|11|11|11
9003837|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|1|Nueva Esperanza|3302|Puerto Consuelo|1|U.E. Rufino Chao|1|52|0|20|15|0|35|0|0|35|35|35
9003847|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|1|Nueva Esperanza|3404|Puerto Consuelo Area 2|1|U.E. Gral. Federico Román|1|220|0|38|75|0|113|0|3|116|113|116
9003857|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|1|Nueva Esperanza|3404|Puerto Consuelo Area 2|1|U.E. Gral. Federico Román|2|25|0|10|5|0|15|0|0|15|15|15
9003867|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|1|Nueva Esperanza|3911|Gran Cruz|1|U.E. La Gran Cruz|1|203|0|65|22|0|87|0|4|91|87|91
9003877|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|1|Nueva Esperanza|4107|Nueva Unión|25516|U.E. Bruno Racua|1|205|0|66|57|0|123|0|1|124|123|124
9003887|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|1|Nueva Esperanza|4268|La Selva|25954|U. E. San Andrés|1|52|0|20|21|0|41|1|0|42|41|42
9003897|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|2|Villa Nueva|1192|Loma Alta|77|U.E.  Andres Idagua|1|220|0|43|91|0|134|0|6|140|134|140
9003907|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|2|Villa Nueva|1192|Loma Alta|77|U.E.  Andres Idagua|2|220|0|51|71|0|122|1|15|138|122|138
9003917|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|2|Villa Nueva|1192|Loma Alta|77|U.E.  Andres Idagua|3|189|0|32|58|0|90|1|13|104|90|104
9003927|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|2|Villa Nueva|1195|Enarevena|78|U.E. Enarevena|1|72|0|13|28|0|41|0|1|42|41|42
9003937|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|2|Villa Nueva|3303|Santa Fé|1|U.E. Juana Azurduy De Padilla|1|112|0|44|12|0|56|2|3|61|56|61
9003947|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|2|Villa Nueva|3405|Santa Crucito|1|U.E.  Roberto Gonzales|1|177|0|86|46|0|132|1|5|138|132|138
9003957|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|2|Villa Nueva|4101|San Ignacio|25510|U.E. Mariscal Sucre|1|71|0|43|15|0|58|0|1|59|58|59
9003967|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|2|Villa Nueva|4102|Perseverancia|25511|U.E. 24 de Junio|1|111|0|47|39|0|86|1|0|87|86|87
9003977|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|2|Villa Nueva|4444|Comunidad Campesina ""Bella Brisa""|26364|U.E. Mario Cortez Vaca|1|66|0|24|30|0|54|1|2|57|54|57
9003987|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|2|Villa Nueva|4445|Comunidad Campesina ""Triunfo""|26365|U.E. 24 de Septiembre|1|50|0|31|4|0|35|0|0|35|35|35
9003997|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|3|Santos Mercado|3065|Reserva|1|19 de Octubre|1|220|0|87|49|0|136|0|6|142|136|142
9004007|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|3|Santos Mercado|3065|Reserva|1|19 de Octubre|2|220|0|91|45|0|136|2|5|143|136|143
9004017|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|3|Santos Mercado|3065|Reserva|1|19 de Octubre|3|105|0|46|26|0|72|0|1|73|72|73
9004027|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|3|Santos Mercado|3532|San Martin del Pacahuara|1|U.E.  23 de Marzo|1|220|0|64|51|0|115|0|3|118|115|118
9004037|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|3|Santos Mercado|3532|San Martin del Pacahuara|1|U.E.  23 de Marzo|2|220|0|44|68|0|112|2|1|115|112|115
9004047|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|3|Santos Mercado|3532|San Martin del Pacahuara|1|U.E.  23 de Marzo|3|124|0|26|31|0|57|0|1|58|57|58
9004057|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|3|Santos Mercado|3888|Villa Victoria|1|U.E. 11 de Septiembre|1|202|0|70|75|0|145|0|6|151|145|151
9004067|GOBERNADOR(A)|32|Bolivia|9|Pando|5|Federico Román|3|Santos Mercado|4267|Chiripa|25953|U. E. 25 de Mayo|1|102|0|22|40|0|62|0|5|67|62|67
9003618|ASAMBLEISTA TERRITORIO|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|1181|Santa Rosa del Abuna|69|U.E. Abuna|1|219|95|0|0|37|132|3|3|138|132|138
9003628|ASAMBLEISTA TERRITORIO|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|1181|Santa Rosa del Abuna|69|U.E. Abuna|2|74|31|0|0|13|44|0|0|44|44|44
9003638|ASAMBLEISTA TERRITORIO|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|3301|1 de Mayo|1|U.E.  Zacarias Moreno|1|220|78|0|0|82|160|3|4|167|160|167
9003648|ASAMBLEISTA TERRITORIO|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|3301|1 de Mayo|1|U.E.  Zacarias Moreno|2|105|40|0|0|43|83|0|2|85|83|85
9003658|ASAMBLEISTA TERRITORIO|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|3697|Villa El Carmen|1|U.E. Augusto Gutierrez Banzer|1|170|39|0|0|113|152|1|1|154|152|154
9003668|ASAMBLEISTA TERRITORIO|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|3759|Nueva Esperanza(Urbanización Puerto Morales)|1|U.E. Genoveva Ríos|1|227|21|0|0|152|173|0|7|180|173|180
9003678|ASAMBLEISTA TERRITORIO|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|3910|Mariscal Antonio José de Sucre Bernardino Racua|1|U.E. Pedro Domingo Murrillo|1|102|38|0|0|33|71|10|6|87|71|87
9003688|ASAMBLEISTA TERRITORIO|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|4253|Nacebe|25936|U.E. Benito Tirina Suarez|1|101|28|0|0|45|73|0|2|75|73|75
9003698|ASAMBLEISTA TERRITORIO|32|Bolivia|9|Pando|4|Abuná|1|Santa Rosa|4443|Comunidad ""Alto Bahia""|26363|U.E. Walter Melgar Mejía|1|77|2|0|0|63|65|0|1|66|65|66
